Date,New_York,Los_Angeles,Chicago,Dallas_Fort_Worth,Houston,Washington,Philadelphia,Miami,Atlanta,Boston,San_Francisco,Phoenix,Detroit,Seattle,Minneapolis_Saint_Paul,San_Diego,Tampa_Bay_area,Denver
2_8,25 ,44 ,12 ,12 ,7 ,9 ,5 ,6 ,6 ,9 ,-,8 ,3 ,21 ,5 ,16 ,3 ,12 
2_9,37 ,49 ,13 ,15 ,8 ,11 ,8 ,5 ,9 ,13 ,-,10 ,5 ,25 ,7 ,17 ,1 ,15 
2_10,36 ,51 ,17 ,15 ,9 ,12 ,7 ,6 ,10 ,13 ,-,15 ,5 ,27 ,8 ,23 ,1 ,14 
2_11,35 ,50 ,14 ,15 ,8 ,11 ,6 ,5 ,7 ,12 ,-,13 ,4 ,25 ,7 ,21 ,1 ,14 
2_12,36 ,50 ,16 ,15 ,8 ,11 ,6 ,6 ,10 ,12 ,-,14 ,5 ,24 ,6 ,22 ,1 ,14 
2_13,37 ,52 ,16 ,17 ,9 ,12 ,7 ,5 ,9 ,13 ,-,16 ,5 ,28 ,8 ,23 ,3 ,14 
2_14,37 ,51 ,18 ,16 ,8 ,12 ,7 ,5 ,10 ,13 ,-,15 ,5 ,28 ,8 ,22 ,3 ,14 
2_15,24 ,43 ,12 ,12 ,7 ,9 ,5 ,6 ,6 ,9 ,-,8 ,3 ,21 ,5 ,16 ,1 ,12 
2_16,30 ,50 ,13 ,15 ,8 ,11 ,8 ,5 ,9 ,13 ,-,10 ,5 ,25 ,7 ,17 ,1 ,15 
2_17,33 ,52 ,17 ,15 ,9 ,12 ,7 ,6 ,10 ,13 ,-,15 ,5 ,27 ,8 ,23 ,1 ,14 
2_18,35 ,48 ,16 ,15 ,8 ,11 ,6 ,5 ,7 ,12 ,-,13 ,4 ,25 ,7 ,21 ,1 ,14 
2_19,37 ,52 ,16 ,15 ,8 ,11 ,6 ,6 ,10 ,12 ,-,14 ,5 ,24 ,6 ,22 ,1 ,14 
2_20,37 ,53 ,16 ,17 ,9 ,12 ,7 ,5 ,9 ,13 ,-,16 ,5 ,28 ,8 ,23 ,1 ,14 
2_21,38 ,53 ,18 ,15 ,8 ,12 ,7 ,5 ,10 ,13 ,-,15 ,5 ,28 ,8 ,22 ,3 ,14 
2_22,25 ,44 ,12 ,12 ,7 ,9 ,5 ,6 ,6 ,9 ,-,8 ,3 ,21 ,5 ,16 ,3 ,12 
2_23,37 ,49 ,13 ,15 ,8 ,11 ,8 ,5 ,9 ,13 ,-,10 ,5 ,25 ,7 ,17 ,1 ,15 
2_24,36 ,51 ,17 ,15 ,9 ,12 ,7 ,6 ,10 ,13 ,-,15 ,5 ,27 ,8 ,23 ,1 ,14 
2_25,35 ,50 ,15 ,15 ,8 ,11 ,6 ,5 ,7 ,12 ,-,13 ,4 ,25 ,7 ,21 ,1 ,14 
2_26,36 ,50 ,16 ,15 ,8 ,11 ,6 ,6 ,10 ,12 ,-,14 ,5 ,24 ,6 ,22 ,1 ,14 
2_27,38 ,52 ,16 ,17 ,9 ,12 ,7 ,5 ,9 ,13 ,-,16 ,5 ,28 ,8 ,23 ,3 ,14 
2_28,38 ,51 ,17 ,16 ,8 ,12 ,7 ,5 ,10 ,13 ,-,15 ,5 ,28 ,8 ,22 ,3 ,14 
2_29,25 ,43 ,13 ,12 ,7 ,9 ,5 ,6 ,6 ,9 ,-,8 ,3 ,21 ,5 ,16 ,1 ,12 
3_1,36 ,53 ,14 ,15 ,8 ,11 ,8 ,5 ,9 ,13 ,-,10 ,5 ,25 ,7 ,17 ,1 ,15 
3_2,36 ,55 ,18 ,15 ,9 ,12 ,7 ,6 ,10 ,13 ,-,15 ,5 ,27 ,8 ,23 ,1 ,14 
3_3,35 ,54 ,17 ,15 ,8 ,11 ,6 ,5 ,7 ,12 ,-,13 ,4 ,25 ,7 ,21 ,1 ,14 
3_4,36 ,54 ,17 ,15 ,8 ,11 ,6 ,6 ,10 ,12 ,-,14 ,5 ,24 ,6 ,22 ,1 ,14 
3_5,37 ,55 ,19 ,17 ,9 ,12 ,7 ,5 ,9 ,13 ,-,16 ,5 ,28 ,8 ,23 ,1 ,14 
3_6,37 ,54 ,20 ,15 ,8 ,12 ,7 ,5 ,10 ,13 ,-,15 ,5 ,28 ,8 ,22 ,3 ,14 
3_7,26 ,44 ,14 ,12 ,7 ,9 ,5 ,6 ,6 ,9 ,-,8 ,3 ,21 ,5 ,16 ,3 ,12 
3_8,37 ,49 ,16 ,15 ,8 ,11 ,8 ,5 ,9 ,13 ,-,10 ,5 ,25 ,7 ,17 ,1 ,15 
3_9,36 ,52 ,19 ,14 ,9 ,12 ,7 ,6 ,10 ,13 ,-,15 ,5 ,27 ,8 ,23 ,1 ,14 
3_10,35 ,52 ,17 ,14 ,9 ,10 ,6 ,5 ,7 ,12 ,-,13 ,4 ,25 ,7 ,21 ,1 ,14 
3_11,36 ,54 ,17 ,14 ,9 ,10 ,6 ,6 ,10 ,12 ,-,14 ,5 ,24 ,6 ,22 ,1 ,14 
3_12,38 ,54 ,18 ,15 ,8 ,13 ,7 ,5 ,9 ,13 ,-,16 ,5 ,28 ,8 ,23 ,3 ,14 
3_13,38 ,54 ,16 ,15 ,9 ,13 ,7 ,5 ,10 ,13 ,-,15 ,5 ,28 ,8 ,22 ,3 ,14 
3_14,25 ,43 ,14 ,13 ,10 ,8 ,5 ,6 ,6 ,9 ,-,8 ,3 ,21 ,5 ,16 ,1 ,12 
3_15,38 ,45 ,15 ,14 ,8 ,12 ,8 ,5 ,9 ,13 ,-,10 ,5 ,25 ,7 ,17 ,1 ,15 
3_16,36 ,52 ,18 ,14 ,11 ,13 ,7 ,6 ,10 ,13 ,-,15 ,5 ,27 ,8 ,23 ,1 ,14 
3_17,34 ,46 ,16 ,15 ,9 ,12 ,6 ,4 ,8 ,13 ,-,16 ,5 ,23 ,7 ,21 ,2 ,13 
3_18,29 ,47 ,14 ,11 ,6 ,12 ,7 ,6 ,10 ,14 ,-,15 ,4 ,22 ,7 ,23 ,2 ,12 
3_19,26 ,43 ,15 ,16 ,8 ,10 ,6 ,5 ,6 ,10 ,-,17 ,4 ,23 ,5 ,18 ,2 ,13 
3_20,26 ,45 ,15 ,13 ,8 ,11 ,5 ,7 ,8 ,13 ,-,16 ,4 ,22 ,6 ,20 ,2 ,11 
3_21,18 ,35 ,10 ,13 ,5 ,3 ,6 ,5 ,4 ,9 ,-,9 ,0 ,15 ,4 ,12 ,1 ,15 
3_22,15 ,28 ,11 ,12 ,5 ,6 ,5 ,4 ,2 ,13 ,-,11 ,2 ,18 ,2 ,16 ,2 ,15 
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,8,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,
,,,,,8,,,,,,,,,,,,,
,,,,,9,,,,,,,,,,,,,
