Date,New_York,Los_Angeles,Chicago,Dallas_Fort_Worth,Houston,Washington,Philadelphia,Miami,Atlanta,Boston,San_Francisco,Phoenix,Detroit,Seattle,Minneapolis_Saint_Paul,San_Diego,Tampa_Bay_area,Denver
3_4,15 ,37 ,25 ,26 ,20 ,6 ,7 ,3 ,12 ,8 ,14 ,-,8 ,20 ,13 ,16 ,4 ,26 
3_5,15 ,37 ,24 ,26 ,20 ,6 ,7 ,5 ,12 ,8 ,14 ,-,7 ,21 ,13 ,17 ,4 ,27 
3_6,14 ,37 ,25 ,26 ,20 ,7 ,7 ,4 ,12 ,8 ,13 ,-,7 ,21 ,15 ,17 ,4 ,26 
3_7,12 ,29 ,22 ,25 ,11 ,8 ,7 ,4 ,7 ,6 ,11 ,-,8 ,15 ,13 ,14 ,4 ,22 
3_8,14 ,32 ,30 ,23 ,15 ,6 ,7 ,4 ,11 ,7 ,11 ,-,7 ,18 ,15 ,16 ,5 ,26 
3_9,14 ,37 ,27 ,26 ,12 ,6 ,7 ,4 ,12 ,5 ,15 ,-,8 ,21 ,14 ,17 ,4 ,27 
3_10,15 ,35 ,25 ,25 ,11 ,6 ,7 ,4 ,12 ,5 ,12 ,-,5 ,19 ,13 ,14 ,3 ,26 
3_11,15 ,37 ,25 ,26 ,12 ,6 ,7 ,3 ,12 ,5 ,14 ,-,8 ,20 ,13 ,16 ,4 ,26 
3_12,15 ,37 ,24 ,26 ,12 ,6 ,7 ,3 ,12 ,5 ,14 ,-,7 ,21 ,13 ,17 ,4 ,27 
3_13,14 ,37 ,25 ,26 ,12 ,6 ,7 ,3 ,12 ,6 ,13 ,-,7 ,21 ,15 ,17 ,4 ,26 
3_14,12 ,29 ,22 ,25 ,11 ,7 ,7 ,4 ,7 ,5 ,11 ,-,8 ,15 ,13 ,14 ,4 ,22 
3_15,14 ,32 ,30 ,23 ,15 ,6 ,7 ,4 ,11 ,6 ,11 ,-,7 ,18 ,15 ,16 ,5 ,26 
3_16,14 ,37 ,27 ,22 ,12 ,6 ,9 ,4 ,12 ,5 ,15 ,-,8 ,21 ,14 ,17 ,4 ,27 
3_17,17 ,32 ,23 ,16 ,13 ,7 ,9 ,3 ,12 ,5 ,14 ,-,7 ,18 ,16 ,14 ,3 ,31 
3_18,16 ,27 ,21 ,19 ,12 ,6 ,7 ,3 ,13 ,4 ,13 ,-,8 ,18 ,16 ,12 ,3 ,29 
3_19,16 ,34 ,21 ,23 ,15 ,7 ,8 ,3 ,11 ,5 ,15 ,-,7 ,18 ,17 ,19 ,3 ,15 
3_20,15 ,35 ,22 ,21 ,13 ,6 ,8 ,3 ,12 ,5 ,14 ,-,5 ,18 ,16 ,19 ,3 ,32 
3_21,8 ,28 ,17 ,24 ,11 ,8 ,8 ,3 ,10 ,4 ,10 ,-,7 ,12 ,19 ,13 ,6 ,26 
3_22,13 ,30 ,21 ,22 ,19 ,4 ,5 ,3 ,7 ,4 ,15 ,-,6 ,13 ,15 ,14 ,5 ,26 
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
