Date,New_York,Los_Angeles,Chicago,Dallas_Fort_Worth,Houston,Washington,Philadelphia,Miami,Atlanta,Boston,San_Francisco,Phoenix,Detroit,Seattle,Minneapolis_Saint_Paul,San_Diego,Tampa_Bay_area,Denver
2_24,79 ,30 ,-,31 ,30,37,17,15,38,27,17,21,0,15,35,12,22,33
2_25,80 ,29 ,-,31 ,30,35,17,15,35,27,16,21,0,15,34,12,21,32
2_26,80 ,29 ,-,30 ,30,34,17,15,35,25,15,21,0,15,33,12,22,32
2_27,79 ,29 ,-,31 ,30,36,17,15,35,28,16,21,0,15,35,12,22,33
2_28,80 ,29 ,-,32 ,30,35,18,15,35,29,15,21,0,15,35,12,22,33
2_29,39 ,23 ,-,23 ,18,24,12,14,22,15,13,23,0,11,19,14,16,21
3_1,66 ,26 ,-,35 ,24,33,18,15,36,25,15,26,0,12,33,18,20,27
3_2,80 ,29 ,-,31 ,30,35,18,15,36,28,17,21,0,15,35,12,22,32
3_3,80 ,29 ,-,31 ,29,35,17,15,36,26,16,21,0,15,34,12,21,33
3_4,82 ,29 ,-,32 ,29,36,16,15,35,26,14,21,0,15,35,11,21,32
3_5,79 ,30 ,-,31 ,31,37,17,15,35,27,17,23,0,15,34,13,23,32
3_6,80 ,30 ,-,31 ,30,35,18,15,35,26,17,25,0,14,33,13,24,34
3_7,43 ,24 ,-,29 ,26,26,13,14,27,18,14,37,0,12,18,15,22,27
3_8,67 ,28 ,-,32 ,25,32,17,15,32,24,16,35,0,12,30,15,25,33
3_9,77 ,29 ,-,35 ,27,38,17,15,38,27,18,32,0,15,36,17,22,36
3_10,77 ,29 ,-,37 ,28,37,17,15,38,26,16,32,0,15,35,17,23,37
3_11,76 ,28 ,-,35 ,27,37,17,15,38,24,16,29,0,15,35,17,22,36
3_12,76 ,29 ,-,36 ,27,37,17,15,38,27,17,32,0,15,36,17,23,35
3_13,78 ,29 ,-,35 ,27,37,17,15,38,25,17,33,0,14,35,17,24,35
3_14,46 ,24 ,-,29 ,26,27,13,14,29,18,13,38,0,12,20,15,23,26
3_15,66 ,28 ,-,30 ,24,29,16,15,33,23,16,35,0,12,30,14,25,33
3_16,74 ,29 ,-,34 ,29,33,17,15,40,25,18,32,0,15,37,17,23,36
3_17,68 ,26 ,-,28 ,25,30,15,15,33,21,16,28,0,14,28,12,18,32
3_18,58 ,20 ,-,19 ,17,27,12,13,23,17,12,19,0,12,23,9,16,19
3_19,55 ,20 ,-,19 ,13,23,10,13,21,21,11,17,0,11,23,9,13,12
3_20,52 ,22 ,-,21 ,14,24,11,15,19,19,15,24,0,11,20,12,17,19
3_21,26 ,15 ,-,17 ,12,15,7,12,13,11,11,24,0,7,15,8,14,14
3_22,41 ,18 ,-,23 ,13,18,9,14,14,18,11,19,0,7,19,8,13,19
